
str_no_string|NO STRING!
str_you_speak_of_protecting_the_commons_well_i_suppose_that_will_make_for_a_more_prosperous_realm_ive_always_tried_to_treat_my_peasants_decently_saves_going_to_bed_worrying_about_whether_youll_wake_up_with_the_roof_on_fire|你 说 你 要 保 护 平 民 ， 很 好 ， 我 认 为 这 会 造 就 一 个 更 繁 荣 的 国 度 ， 我 一 直 都 试 着 温 和 地 统 治 我 的 农 民 ， 让 他 们 不 用 在 上 床 睡 觉 前 担 心 醒 来 的 时 候 会 不 会 看 见 屋 顶 正 在 燃 烧 。 
str_you_speak_of_protecting_the_commons_very_well_but_remember_that_peasants_are_more_likely_to_cause_trouble_if_you_make_promises_then_dont_deliver_than_if_you_never_made_the_promise_in_the_first_place|你 说 你 要 保 护 平 民 ， 非 常 好 ， 但 是 记 住 ， 比 起 从 不 许 诺 ， 出 尔 反 尔 会 让 农 民 们 更 容 易 闹 起 事 来 。 
str_you_speak_of_protecting_the_rights_of_lords_good_youd_be_well_advised_to_do_that__men_fight_better_for_a_king_wholl_respect_their_rights|你 说 你 将 会 保 护 领 主 的 权 利 ， 这 很 好 ， 这 对 你 来 说 实 在 是 很 出 色 的 建 议 —— 大 家 都 愿 意 为 一 个 尊 重 他 们 权 利 的 国 王 卖 命 。 
str_you_speak_of_protecting_the_rights_of_lords_very_well_but_remember__failing_to_keep_promises_which_you_made_while_scrambling_up_the_throne_is_the_quickest_way_to_topple_off_of_it_once_you_get_there|你 说 你 将 会 保 护 领 主 的 权 利 ， 非 常 好 ， 但 是 记 住 —— 登 上 王 位 之 后 就 食 言 是 自 取 灭 亡 的 最 快 办 法 。 
str_you_speak_of_giving_me_land_very_good_but_often_i_find_that_when_a_man_makes_too_many_promises_trying_to_get_to_the_top_he_has_trouble_keeping_them_once_he_reaches_it|你 说 会 封 给 我 土 地 ， 多 谢 了 ， 不 过 一 个 为 了 自 己 的 前 程 而 对 别 人 许 下 过 多 美 好 承 诺 的 人 ， 在 达 到 目 的 后 总 是 难 以 将 他 的 承 诺 全 部 实 现 。 
str_you_speak_of_unifying_calradia_well_many_have_said_that_you_might_very_well_be_the_one_to_do_it|你 声 称 要 统 一 潘 德 ， 有 很 多 人 都 这 么 说 过 但 最 后 失 败 了 ， 你 估 计 也 会 变 得 和 他 们 一 样 。 
str_you_speak_of_unifying_calradia_well_all_the_kings_say_that_im_not_sure_that_you_will_succeed_while_they_fail|你 声 称 要 统 一 潘 德 ， 很 多 国 王 在 失 败 之 前 都 这 么 说 过 ， 我 不 认 为 你 和 他 们 有 所 不 同 。 
str_you_speak_of_claims_do_you_think_i_care_for_the_nattering_of_lawyers|说 起 你 的 要 求 ， 你 认 为 我 会 关 心 这 种 小 事 吗 ？ 
str_you_speak_of_protecting_the_commons_how_kind_of_you_i_shall_tell_my_swineherd_all_about_your_sweet_promises_no_doubt_he_will_become_your_most_faithful_vassal|你 说 你 要 保 护 那 些 人 民 ， 你 可 真 是 有 爱 呀 ！ 我 得 把 你 的 那 些 甜 言 蜜 语 告 诉 我 的 家 奴 ， 他 肯 定 会 死 心 塌 地 的 跟 着 你 混 的 。 
str_you_speak_of_protecing_the_rights_of_lords_such_sweet_words_but_ill_tell_you_this__the_only_rights_that_are_respected_in_this_world_are_the_rights_to_dominate_whoever_is_weaker_and_to_submit_to_whoever_is_stronger|你 想 保 护 那 些 腐 朽 贵 族 的 利 益 ， 不 错 不 错 ！ 不 过 我 告 诉 你 ， 在 这 个 弱 肉 强 食 的 世 界 上 光 有 血 统 是 没 有 任 何 意 义 的 ， 只 有 武 力 才 能 让 人 们 信 服 。 
str_you_speak_of_giving_me_land_yes_very_good__but_you_had_best_deliver|你 说 会 给 我 土 地 ， 很 好 ， 不 过 你 最 好 别 食 言 。 
str_you_speak_of_giving_me_land_hah_perhaps_all_those_others_to_whom_you_promised_lands_will_simply_step_aside|你 说 会 给 我 土 地 ， 呵 呵 ！ 那 么 其 他 那 些 被 你 承 诺 会 给 土 地 的 人 难 道 就 会 退 让 吗 ？ 
str_you_speak_of_unifying_calradia_you_may_indeed_humble_the_other_kings_of_this_land_and_in_that_case_i_would_hope_that_you_would_remember_me_as_your_faithful_servant|你 声 称 要 统 一 潘 德 ， 的 确 这 样 你 就 会 位 居 人 上 了 ， 不 过 我 希 望 你 能 一 直 记 得 身 为 你 忠 实 仆 人 的 我 。 
str_you_speak_of_unifying_calradia_but_you_are_weak_and_i_think_that_you_will_remain_weak|你 声 称 要 统 一 潘 德 ， 不 过 你 太 弱 小 了 ， 我 不 认 为 你 有 机 会 壮 大 ， 
str_you_speak_of_claims_its_good_for_a_king_to_have_a_strong_claim_although_admittedly_im_more_concerned_that_he_rules_just_ly_than_with_legalities_anyway_your_claim_seems_wellfounded_to_me|说 起 你 的 王 位 主 张 ， 虽 然 老 实 说 我 认 为 应 该 依 靠 法 律 而 不 是 义 务 来 治 国 ， 不 过 有 一 个 牢 靠 的 王 位 主 张 是 好 事 ， 总 之 ， 依 我 看 来 你 的 王 位 主 张 是 有 根 据 的 。 
str_you_speak_of_claims_but_your_claim_seems_a_bit_weak_to_me|说 起 你 的 王 位 主 张 ， 依 我 看 来 你 的 王 位 主 张 太 弱 了 。 
str_you_speak_of_protecting_the_commons_i_like_that_my_tenants_are_a_happy_lot_i_think_but_i_hear_of_others_in_other_estates_that_arent_so_fortunate|你 说 要 保 护 平 民 的 利 益 ， 我 对 此 赞 同 ， 我 的 仆 人 们 会 很 高 兴 的 ， 不 过 我 听 说 其 他 人 家 的 仆 人 就 没 那 么 幸 运 了 。 
str_you_speak_of_protecting_the_commons_im_glad_to_hear_you_say_that_but_do_me_a_favor__dont_promise_the_commons_anything_you_cant_deliver_thats_a_sure_way_to_get_them_to_rebel_and_it_breaks_my_heart_to_have_to_put_them_down|你 说 你 要 保 护 平 民 的 利 益 ， 我 赞 同 你 的 主 意 ， 不 过 答 应 我 ， 千 万 别 对 那 些 平 民 们 承 诺 你 无 法 提 供 的 东 西 ， 那 肯 定 会 让 他 们 造 反 的 ， 然 后 我 还 得 废 好 大 功 夫 去 镇 压 他 们 。 
str_you_speak_of_protecting_the_rights_of_lords_well_very_good_i_suppose_but_you_know__we_lords_can_take_of_ourselves_its_the_common_folk_who_need_a_strong_king_to_look_out_for_them_to_my_mind|你 说 要 保 护 贵 族 的 利 益 ， 不 错 ， 不 过 你 知 道 我 们 贵 族 们 有 能 力 照 看 好 自 己 ， 那 些 平 民 才 需 要 一 个 强 有 力 的 国 王 去 照 顾 他 们 。 
str_you_speak_of_giving_me_land_its_kind_of_you_really_though_that_is_not_necessary|你 说 要 封 给 我 土 地 ， 太 好 了 ， 虽 然 我 倒 是 不 太 需 要 它 。 
str_you_speak_of_unifying_calradia_well_maybe_you_can_unite_this_land_by_the_sword_but_im_not_sure_that_this_will_make_you_a_good_ruler|你 声 称 要 统 一 潘 德 ， 或 许 你 能 用 剑 统 一 潘 德 这 片 土 地 ， 不 过 我 不 认 为 这 会 使 你 成 为 一 位 好 国 王 。 
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_and_yours_is_wellestablished|说 起 你 的 王 位 主 张 ， 一 位 国 王 必 须 有 强 力 的 合 法 王 位 主 张 来 统 治 他 的 王 国 ， 你 的 王 位 主 张 则 是 被 大 家 认 同 的 。 
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_but_your_claim_is_not_so_strong|说 起 你 的 王 位 主 张 ， 一 位 国 王 必 须 有 强 力 的 合 法 王 位 主 张 来 统 治 他 的 王 国 ， 但 你 的 王 位 主 张 还 不 够 强 。 
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|你 说 要 保 护 贵 族 的 利 益 ， 的 确 对 一 位 国 王 来 说 保 护 封 臣 是 很 重 要 的 责 任 ， 不 过 我 担 心 一 位 通 过 不 法 手 段 获 取 王 位 的 人 能 否 对 封 臣 们 保 持 公 平 。 
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|你 说 要 保 护 贵 族 的 利 益 ， 的 确 对 一 位 国 王 来 说 保 护 封 臣 是 很 重 要 的 责 任 ， 不 过 我 希 望 你 会 遵 守 你 的 诺 言 。 
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|你 说 要 保 护 平 民 的 利 益 ， 我 很 乐 意 为 一 位 能 保 护 他 的 人 民 的 国 王 效 劳 ， 不 过 我 担 心 一 位 通 过 不 法 手 段 获 取 王 位 的 人 能 否 对 平 民 们 保 持 公 平 。 
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|你 说 要 保 护 平 民 的 利 益 ， 我 很 乐 意 为 一 位 能 保 护 他 的 人 民 的 国 王 效 劳 ， 不 过 我 希 望 你 会 遵 守 你 的 诺 言 。 
str_i_am_not_swayed_by_promises_of_reward|我 才 不 会 因 为 虚 无 的 诺 言 而 动 摇 ， 
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_to_the_realm_and_i_believe_that_you_are_strong_enough_to_do_so|你 声 称 要 统 一 潘 德 ， 为 大 家 带 来 和 平 是 好 事 ， 我 坚 信 你 有 这 个 能 力 。 
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_the_realm_but_with_your_kingdom_in_its_current_state_i_worry_that_you_are_just_bringing_more_discord|你 声 称 要 统 一 潘 德 ， 为 大 家 带 来 和 平 是 好 事 ， 但 是 以 你 的 国 家 现 在 的 状 况 我 不 认 为 你 能 完 成 它 。 
str_my_s11_s15|我 的 {s11}{s15}
str_my_s11_s18|我 的 {s11}{s18}
str_the_socalled_s11_s18|所 谓 的 {s11}{s18}
str_s18_would_cheat_me_of_my_inheritance_by_heaven_i_know_my_rights_and_im_not_going_to_back_down|{s18}想 要 骗 取 我 的 继 承 权 ， 感 谢 上 帝 ， 我 了 解 我 的 权 利 ， 并 且 我 不 会 放 弃 。 
str_s18_once_questioned_my_honour_and_my_bravery_i_long_for_the_day_when_i_can_meet_him_in_battle_and_make_him_retract_his_statement|{s18}曾 质 疑 我 的 勇 气 与 荣 誉 ， 为 了 在 战 场 上 和 他 交 手 我 已 经 等 了 很 久 了 ， 我 会 让 他 后 悔 的 。 
str_s18_once_questioned_my_judgment_in_battle_by_heaven_would_he_have_us_shirk_our_duty_to_smite_our_sovereigns_foes|{s18}曾 质 疑 我 在 一 场 战 斗 中 的 判 断 ， 老 天 呀 ， 难 道 他 要 我 为 了 击 败 敌 人 而 逃 避 自 己 的 责 任 吗 ？ 
str_s18_seems_to_think_he_has_the_right_to_some_of_my_property_well_he_does_not|{s18}认 为 他 对 我 的 一 些 财 产 有 着 所 有 权 ， 哼 ， 没 门 儿 ！ 
str_s18_once_took_something_i_said_amiss_stubborn_bastard_wont_give_it_up_and_keeps_trying_to_get_me_to_recant_my_words|{s18}曾 经 抓 住 我 的 一 个 口 误 不 放 ， 总 是 要 我 公 开 承 认 错 误 。 
str_s18_is_a_crafty_weasel_and_i_dont_trust_him_one_bit|{s18}是 个 只 会 推 卸 责 任 的 狡 猾 家 伙 ， 我 一 点 儿 都 不 信 任 他 。 
str_s18_i_despite_him_he_puts_on_such_a_nauseating_display_of_virtue_and_thinks_nothing_of_insulting_his_betters|{s18}？我 很 鄙 视 他 ， 他 总 是 不 顾 场 合 地 把 自 己 夸 大 ， 丝 毫 不 为 他 的 长 辈 着 想 。 
str_s18_entered_into_a_little_deal_with_me_and_is_now_trying_to_wriggle_out_of_it|{s18}曾 和 我 达 成 了 一 个 小 小 的 协 定 ， 不 过 他 现 在 正 想 方 设 法 地 回 避 它 。 
str_s18_once_ran_an_errand_for_me_and_now_thinks_i_owe_him_something_i_owe_his_ilk_nothing|{s18}曾 经 帮 我 办 过 事 ， 现 在 他 觉 得 我 是 欠 他 的 ， 我 才 不 欠 他 什 么 呢 。 
str_s18_is_soft_and_weak_and_not_fit_to_govern_a_fief_and_i_have_always_detested_him|{s18}过 于 软 弱 ， 因 此 不 适 合 管 理 封 地 ， 所 以 我 讨 厌 他 。 
str_s18_is_a_quarrelsome_oaf_and_a_liability_in_my_opinion_and_ive_let_him_know_as_much|{s18}是 个 只 会 吵 架 的 笨 蛋 而 且 总 是 拖 别 人 后 腿 ， 我 认 为 应 该 离 他 越 远 越 好 。 
str_s18_i_am_sorry_to_say_is_far_too_softhearted_a_man_to_be_given_any_kind_of_responsibility_his_chivalry_will_allow_the_enemy_to_flee_to_fight_another_day_and_will_cost_the_lives_of_my_own_faithful_men|{s18}呀 ， 很 不 幸 我 认 为 他 太 妇 人 之 仁 了 ， 他 的 骑 士 精 神 总 是 让 他 的 对 手 能 安 然 逃 脱 ， 然 后 又 回 来 取 我 手 下 的 性 命 。 
str_s18_seems_to_have_something_against_me_for_some_reason_i_dont_like_to_talk_ill_of_people_but_i_think_hes_can_be_a_bit_of_a_cad_sometimes|{s18}看 起 来 因 为 某 些 原 因 不 喜 欢 我 ， 我 不 想 谈 论 他 ， 但 我 还 是 要 说 我 认 为 有 时 候 他 有 些 卑 鄙 。 
str_s18_has_always_treated_me_contemptuously_although_i_have_done_him_no_wrong|{s18}对 我 总 是 很 傲 慢 ， 不 过 我 可 没 招 惹 过 他 。 
str_s18_is_thoroughly_dishonorable_and_a_compulsive_spinner_of_intrigues_which_i_fear_will_drag_us_into_wars_or_incite_rebellions|{s18}被 公 认 为 没 有 什 么 名 誉 可 言 ， 他 是 一 个 阴 谋 制 造 者 ， 我 担 心 他 会 把 我 们 卷 入 战 争 或 者 煽 动 我 们 叛 乱 。 
str_s18_disappoints_me_i_once_scolded_for_his_rashness_in_battle_and_he_took_offense_i_do_not_care_to_apologize_for_my_efforts_to_save_his_life_and_the_lives_of_his_men|{s18}很 让 我 失 望 ， 我 在 一 次 战 斗 中 劝 他 小 心 行 事 而 他 依 然 贸 然 进 攻 ， 我 不 认 为 我 需 要 为 了 提 出 能 救 他 一 命 的 提 议 而 道 歉 ， 虽 然 他 还 活 的 好 好 的 。 
str_s18_squanders_money_and_carouses_in_a_way_most_unbefitting_a_noble_by_doing_so_he_disgraces_us_all|{s18}是 个 花 钱 如 流 水 的 家 伙 ， 而 且 总 是 以 不 合 贵 族 身 份 的 方 式 狂 欢 ， 他 让 我 们 都 因 此 丢 脸 。 
str_s18_has_been_speaking_ill_of_me_behind_my_back_or_so_they_say|{s18}总 是 在 我 背 后 说 我 的 坏 话 。 
str_s18_is_a_disgrace_reg3shehe_consorts_with_merchants_lends_money_at_interest_uses_coarse_language_and_shows_no_attempt_to_uphold_the_dignity_of_the_honor_bestowed_upon_reg3herhim|{s18}是 贵 族 的 耻 辱 ， {reg3?她 :他 }总 是 和 商 人 们 混 在 一 起 ， 向 别 人 放 高 利 贷 ， 说 着 只 有 下 贱 的 人 才 会 使 用 的 语 言 ， 而 却 丝 毫 不 去 考 虑 如 何 维 护 自 己 的 荣 誉 。 
str_s18_has_condemned_me_for_engaging_in_commerce_what_could_possibly_be_wrong_with_that|{s18}认 为 我 的 贸 易 行 为 有 罪 ， 这 可 真 是 无 稽 之 谈 。 
str_s18_i_have_heard_has_been_encouraging_seditious_ideas_among_the_peasantry__a_foolish_move_which_endangers_us_all|{s18}， 我 听 说 这 家 伙 曾 在 农 民 中 散 播 煽 动 性 的 思 想 ， 这 个 笨 蛋 迟 早 会 把 我 们 都 害 惨 的 。 
str_s18_has_called_me_out_for_the_way_i_deal_with_my_tenants_well_so_be_it_if_i_teach_them_that_they_are_the_equal_of_anyone_with_socalled_gentle_blood_what_is_it_to_reg3herhim|{s18}曾 和 我 谈 过 我 对 佃 户 的 政 策 ， 哼 ， 如 果 按 他 说 的 我 去 教 育 我 的 佃 户 人 人 无 论 血 统 都 是 平 等 自 由 的 ， 那 {reg3?她 :他 }自 己 又 处 于 何 地 呢 ？ 
str_a_most_gallant_gentleman_who_knows_how_to_treat_a_lady|一 位 知 道 如 何 应 对 女 性 的 殷 勤 的 绅 士 
str_a_base_cad|一 个 下 流 无 赖 
str_a_man_who_treats_me_as_his_equal_which_is_rare|一 个 很 少 见 的 不 以 地 位 待 人 的 人 
str_appears_to_value_me_with_his_estate_and_his_horse_as_prizes_worth_having|似 乎 会 用 他 的 地 产 和 马 匹 来 作 为 对 我 的 奖 赏 。 
str_a_bit_dull_but_what_can_you_expect|有 点 儿 迟 钝 ， 不 过 也 没 有 更 好 的 了 … … 
str_the_man_whom_destiny_intends_for_me|一 个 命 运 掌 握 在 我 手 里 的 人 
str_is_not_right_for_me__i_cannot_say_why_but_he_makes_my_skin_crawl|我 和 他 合 不 来 —— 不 知 道 为 什 么 他 总 是 让 我 起 鸡 皮 疙 瘩 
str_is_a_man_who_clearly_intends_to_make_his_mark_in_the_world|是 一 个 渴 望 在 世 界 上 留 下 自 己 的 踪 迹 的 人 
str_is_a_layabout_a_naif_prey_for_others_who_are_cleverer_than_he|是 一 个 过 于 天 真 的 人 ， 总 是 为 比 他 聪 明 的 人 祈 祷 
str_is_a_man_of_stalwart_character|是 一 个 性 格 坚 定 的 人 
str_appears_to_be_a_man_of_low_morals|是 一 个 下 流 的 家 伙 
str_appears_to_be_a_man_who_lacks_selfdiscipline|是 一 个 缺 乏 自 制 能 力 的 人 
str_bandits_attacked_a_party_on_the_roads_so_a_bounty_is_probably_available|强 盗 攻 击 了 旅 人 ， 估 计 在 悬 赏 他 们 了 。 
str_total_additions_reg4|合 计 增 加 :{reg4}
str_total_subtractions_reg4|合 计 减 少 :{reg4}
str_s11_relocates_to_s10|{s11}转 移 到 {s10}， 
str__i_must_attend_to_this_matter_before_i_worry_about_the_affairs_of_the_realm|在 我 有 空 担 心 其 他 事 情 前 我 得 先 把 这 件 事 解 决 了 。 
str_the_other_matter_took_precedence|其 他 事 务 优 先 。 
str_i_cannot_leave_this_fortress_now_as_it_is_under_siege|我 不 能 在 这 座 城 堡 被 围 攻 的 时 候 离 开 。 
str_after_all_we_are_under_siege|毕 竟 ， 我 们 处 于 围 城 之 中 。 
str_we_are_not_strong_enough_to_face_the_enemy_out_in_the_open|和 敌 人 光 明 正 大 地 打 的 话 我 们 实 力 不 够 。 
str_i_should_probably_seek_shelter_behind_some_stout_walls|我 应 该 找 面 厚 实 的 城 墙 做 掩 体 。 
str_enemies_are_reported_to_be_nearby_and_we_should_stand_ready_to_either_man_the_walls_or_sortie_out_to_do_battle|敌 人 已 经 临 近 了 ， 我 们 得 决 定 是 坚 守 还 是 突 围 。 
str_the_enemy_is_nearby|敌 人 在 附 近 。 
str_as_the_marshall_i_am_assembling_the_army_of_the_realm|身 为 元 帅 ， 我 正 在 召 集 我 们 王 国 的 军 队 。 
str_as_the_marshall_i_am_assembling_the_army_of_the_realm_and_travel_to_lands_near_s10_to_inform_more_vassals|身 为 元 帅 ， 我 正 在 召 集 我 们 王 国 的 军 队 ， 我 们 将 赶 往 {s10}地 区 以 通 知 更 多 的 领 主 们 加 入 。 
str_i_intend_to_assemble_the_army_of_the_realm|我 计 划 召 集 王 国 的 军 队 。 
str_as_the_marshall_i_am_leading_the_siege|身 为 元 帅 ， 我 正 率 领 部 队 进 行 围 攻 。 
str_i_intend_to_begin_the_siege|我 打 算 开 始 攻 城 。 
str_as_the_marshall_i_am_leading_our_raid|身 为 元 帅 ， 我 正 率 领 部 队 进 行 劫 掠 。 
str_i_intend_to_start_our_raid|我 打 算 开 始 劫 掠 。 
str_as_the_marshall_i_am_leading_our_forces_in_search_of_the_enemy|身 为 元 帅 ， 我 正 率 领 我 们 的 部 队 搜 索 敌 军 。 
str_i_intend_to_lead_our_forces_out_to_find_the_enemy|我 计 划 率 领 我 们 的 部 队 去 搜 索 敌 军 。 
str_as_the_marshall_i_am_leading_our_forces_to_engage_the_enemy_in_battle|身 为 元 帅 ， 我 正 率 领 我 们 的 部 队 去 与 敌 人 交 战 。 
str_i_intend_to_lead_our_forces_out_to_engage_the_enemy|我 计 划 率 领 我 们 的 部 队 迎 击 敌 军 。 
