
qstr_Next_Page|下 一 页 
qstr_Outfit|服 装 
qstr_Left___drag:_exchang|左 键 拖 曳 ： 手 动 装 备 物 品 ^右 键 点 击 ： 自 动 装 备 除 武 器 外 的 同 类 物 品 ^^上 方 向 键 ： 切 换 到 上 一 个 英 雄 ^下 方 向 键 ： 切 换 到 下 一 个 英 雄 ^左 方 向 键 ： 切 换 到 第 一 个 英 雄 ^右 方 向 键 ： 切 换 到 最 后 一 个 英 雄^^F键 ： 切 换 到 另 一 套 武 器 
qstr_lord_selects_village_to_raid|领 主 不 再 优 先 选 择 玩 家 村 庄 为 烧 村 目 标 
qstr_lord_selects_village_to_raid_1|领 主 选 择 烧 村 目 标 时 不 再 优 先 考 虑 玩 家 村 庄 。^^预 设 为 禁 用 。
qstr_Duke|公 爵 
qstr_Count|伯 爵 
qstr_Baron|男 爵 
qstr_Pendor_Lord|勋 爵 
qstr_Caliph|哈 里 发 
qstr_Mansour|拜 伊 
qstr_Khan|汗 
qstr_DShar_Lord|领 主 
qstr_Earl|伯 爵 
qstr_Jarl|首 领 
qstr_Fierdsvain_Lord|领 主 
qstr_Dux|总 督 
qstr_Legatus|将 军 
qstr_Empire_Lord|领 主 
qstr_Intelligence|智 力 
qstr_Charisma|魅 力 
qstr_shield|盾 防 
qstr_Do_NOT_sell_prisoners|停 止 贩 卖 俘 虏 。 
qstr_Start_selling_prisoners|自 动 贩 卖 俘 虏 。 
qstr_player_vassal_becomes_kingdom_lord_because_of_your_leave|由 于 你 离 开 了 {s33} , {s34} 接 受 了 {s35} 的 册 封 ， 现 在 被 称 为 {s36} 。 
qstr_player_vassal_becomes_kingdom_lord_because_of_relation|由 于 你 与 {s34} 的 关 系 不 断 恶 化 ， {s34} 决 意 脱 离 你 并 接 受 了 {s33} 的 {s35} 的 册 封 ， 现 在 被 称 为 {s36} 。 
qstr_ideal_army_size|AI领 主 部 队 编 制 上 限 :
qstr__A_wandering_about_stheno|一 位 旅 行 者 告 诉 你 ， 丝 西 娜 和 她 的 眼 镜 蛇 军 团 将 在 帝 临 港 登 陆 ， 准 备 入 侵 潘 德 ！ 
qstr__A_wandering_about_euryale|一 位 旅 行 者 告 诉 你 ， 尤 瑞 艾 莉 和 她 的 蝮 蛇 军 团 将 在 帝 临 港 登 陆 ， 准 备 入 侵 潘 德 ！ 
qstr_reputation_type:_{s0}|性 格 :{s0}
qstr_morale_inc_1|你 击 倒 了 {reg1}名 敌 人 ， 你 的 勇 敢 激 励 了 全 军 ！ 
qstr_morale_inc_2|我 军 领 主 {s1} 击 倒 了 {reg1}名 敌 人 ， 他 的 勇 敢 激 励 了 全 军 ！ 
qstr_morale_inc_3|敌 军 领 主 {s1} 击 倒 了 {reg1}名 敌 人 ， 他 的 勇 敢 激 励 了 全 军 ！ 
qstr_no_message_about_enemy_patrol|聚 落 发 现 非 敌 军 集 团 踪 迹 不 报 告 给 玩 家 
qstr_no_message_about_enemy_patrol_1|开 启 后 ， 当 聚 落 附 近 发 现 敌 军 踪 迹 时 ， 只 有 “ 敌 军 集 团 ” 规 模 以 上 的 信 息 才 报 告 给 玩 家 ； 该 功 能 建 议 在 自 立 后 期 使 用 ， 可 有 效 解 决 敌 军 巡 逻 信 息 霸 屏 的 问 题 。^^预 设 为 禁 用 。
qstr_faction_restoration|阵 营 复 辟 
qstr_faction_restoration_1|一 、 当 前 阵 营 :指 发 生 复 辟 行 为 的 阵 营 。^^二 、 复 辟 阵 营 :指 因 复 辟 行 为 造 成 的 已 覆 灭 阵 营 重 新 存 续 的 阵 营 。^^三 、 原 始 阵 营 :游 戏 开 始 时 领 主 所 在 的 阵 营 ， 固 定 不 变 。^^四 、 当 前 阵 营 是 否 发 生 复 辟 行 为 取 决 于 该 阵 营 的 动 乱 分 数 和 稳 定 分 数 。^^五 、 动 乱 分 数 :与 当 前 阵 营 的 君 主 关 系 为 负 的 原 始 阵 营 与 当 前 阵 营 不 为 同 一 阵 营 的 领 主 ， 每 拥 有 一 个 城 镇 /城 堡 ， 当 前 阵 营 的 动 乱 分 数 增 加 2/1点 ； 当 前 阵 营 的 动 乱 分 数 根 据 领 主 原 始 阵 营 的 不 同 分 开 计 算 ， 不 叠 加 。^^六 、 稳 定 分 数 :与 当 前 阵 营 的 君 主 关 系 不 为 负 的 领 主 (包 括 君 主 本 人 )或 与 当 前 阵 营 的 君 主 关 系 为 负 但 原 始 阵 营 与 当 前 阵 营 为 同 一 阵 营 的 领 主 ， 每 拥 有 一 个 城 镇 /城 堡 ， 稳 定 分 数 增 加 2/1点 。^^七 、 当 前 阵 营 每 与 一 个 其 他 阵 营 处 于 战 争 状 态 ， 当 前 阵 营 的 动 乱 分 数 增 加 3点 。^^八 、 当 当 前 阵 营 的 动 乱 分 数 ＞ 稳 定 分 数 × 0.5时 ， 该 阵 营 将 发 生 符 合 条 件 的 原 始 阵 营 的 复 辟 。^^九 、 复 辟 阵 营 成 功 重 现 后 ， 其 原 君 主 以 及 原 始 阵 营 属 于 复 辟 阵 营 的 已 离 开 潘 德 的 领 主 将 重 返 潘 德 并 加 入 复 辟 阵 营 ； 当 前 阵 营 内 ， 与 当 前 阵 营 的 君 主 关 系 为 负 且 原 始 阵 营 与 复 辟 阵 营 为 同 一 阵 营 的 领 主 将 携 带 封 地 加 入 复 辟 阵 营 。^^十 、 玩 家 的 自 立 阵 营 也 可 能 发 生 阵 营 复 辟 ， 但 AI阵 营 不 会 发 生 玩 家 自 立 阵 营 的 复 辟 。^^十 一 、 启 用 此 功 能 将 强 制 关 闭 “ 领 主 转 投 阵 营 改 变 征 兵 模 板 ” 。^^预 设 为 禁 用 。
qstr_faction_happen_restoration|阵 营 复 辟 ！ 
qstr_faction_happen_restoration_1|{s36} 复 辟 了 ！ 
qstr_eunomia_manifest|女 神 的 秩 序 不 容 动 摇 
qstr_noldor_reinforce_human|诺 多 招 募 人 类 
qstr_noldor_reinforce_human_1|除 诺 多 领 主 阿 尔 达 利 安 外 ， 其 他 诺 多 阵 营 的 部 队 在 途 径 帝 国 文 化 的 村 庄 时 ， 将 有 可 能 招 募 村 庄 内 的 士 兵 。^^预 设 为 禁 用 。
qstr_lord_title|自 立 阵 营 领 主 新 头 衔 模 式 
qstr_lord_title_1|开 启 后 ， 自 立 阵 营 的 领 主 头 衔 命 名 模 式 将 改 为 五 级 制 ， 每 级 具 体 头 衔 名 称 由 玩 家 自 行 定 义 ， 领 主 获 取 的 头 衔 等 级 与 所 其 拥 有 领 地 的 分 数 有 关 ， 具 体 规 则 如 下 :^^一 、 当 领 主 的 领 地 分 数 不 足 2点 时 ， 获 得 第 五 等 头 衔 ；^^二 、 当 领 地 分 数 达 到 2点 不 足 5点 时 ， 领 主 获 得 第 四 等 头 衔 ；^^三 、 当 领 地 分 数 达 到 5点 不 足 10点 时 ， 领 主 获 得 第 三 等 头 衔 ；^^四 、 当 领 地 分 数 达 到 10点 不 足 20点 时 ， 领 主 获 得 第 二 等 头 衔 ；^^五 、 当 领 地 分 数 达 到 20点 时 ， 领 主 获 得 第 一 等 头 衔 ；^^六 、 1村 = 2领 地 分 数 ，1堡 = 5领 地 分 数 ，1城 = 10领 地 分 数 。
qstr_what_will_be_the_title|请 输 入 头 衔 的 名 称 
qstr_lord_return|游 荡 于 潘 德 之 外 的 {s17}重 新 回 到 了 {s18}。 
qstr_new_loot_system|新 战 利 品 机 制 
qstr_new_loot_system_1|一 、 仅 在 非 参 军 状 态 下 生 效 ；^^二 、 等 级 越 高 的 单 位 ， 越 容 易 掉 落 战 利 品 ；^^三 、 降 低 部 队 规 模 对 战 利 品 的 影 响 ；^^四 、 每 次 战 斗 胜 利 后 都 有 概 率 掉 落 特 殊 物 品 和 珍 贵 物 品 ；^^五 、 开 启 后 ， 商 人 的 资 金 会 逐 渐 增 加 到 原 版 的 10倍 。^^预 设 为 禁 用 。
qstr_{s1}_belong_to_{s2}|{s1} （ 属 于 :{s2}）
qstr_Astraea_blessing|天 空 中 出 现 一 个 若 隐 若 现 的 身 影 ， 随 后 ， 一 道 光 芒 笼 罩 了 你 的 全 身 。 恢 复 血 量 = {reg10}
qstr_s0_s1_s2|{s0}, {s1}, {s2}
qstr_lords_exchange_fiefs|领 主 交 换 封 地 
qstr_lords_exchange_fiefs_1|同 时 拥 有 城 镇 (城 堡 )及 村 庄 的 领 主 ， 如 果 村 庄 的 所 属 城 镇 (城 堡 )不 为 该 领 主 所 有 ， 则 该 领 主 会 尝 试 将 此 村 庄 与 其 他 领 主 的 村 庄 进 行 交 换 ， 以 达 成 城 镇 (城 堡 )和 村 庄 归 属 于 同 一 领 主 的 结 果 。^^预 设 为 禁 用 。
qstr_{s4}_{s2}_{s3}_{s1}|{s4}用 {s2}交 换 了 {s3}的 {s1}。
qstr_lion_knight_grandmaster|大 团 长 ， 请 接 受 这 套 盔 甲 。 这 套 盔 甲 是 历 代 的 大 团 长 传 下 来 的 ， 他 们 都 曾 经 为 我 们 骄 傲 的 骑 士 团 服 务 过 。 穿 上 这 套 盔 甲 ， 向 其 他 骑 士 团 表 示 :我 们 狮 骑 士 团 是 最 强 大 的 骑 士 团 ， 我 们 永 远 忠 于 烈 狮 境 的 王 ， 任 何 胆 敢 阻 挠 我 们 的 敌 人 都 将 被 碾 为 齑 粉 ！^^现 在 这 套 盔 甲 的 状 况 的 确 因 为 年 久 失 修 ， 状 况 并 不 理 想 。 一 名 熟 练 的 铁 匠 应 该 有 能 力 让 其 重 现 往 日 的 光 荣 的 。 正 如 大 团 长 你 能 让 我 们 骑 士 团 继 续 以 武 力 统 治 这 片 大 陆 一 般 ， 愿 狮 骑 士 团 永 远 凶 猛 雄 壮 ！ 
qstr_griffon_knight_grandmaster|大 团 长 ， 请 接 受 这 套 盔 甲 。 这 套 盔 甲 是 历 代 的 大 团 长 传 下 来 的 ， 他 们 都 曾 经 为 我 们 骄 傲 的 骑 士 团 服 务 过 。 穿 上 这 套 盔 甲 ， 向 其 他 骑 士 团 表 示 :我 们 狮 鹫 骑 士 团 已 经 重 新 回 归 ， 将 再 次 为 潘 德 的 正 统 统 治 者 而 战 ， 并 以 实 现 马 迪 甘 的 预 言 为 己 任 。^^现 在 这 套 盔 甲 的 状 况 的 确 因 为 年 久 失 修 ， 状 况 并 不 理 想 。 一 名 熟 练 的 铁 匠 应 该 有 能 力 让 其 重 现 往 日 的 光 荣 的 。 正 如 大 团 长 你 能 让 我 们 骑 士 团 重 生 一 般 ， 愿 狮 鹫 骑 士 团 重 振 其 光 辉 ！ 
qstr_dawn_knight_grandmaster|大 团 长 ， 请 接 受 这 套 盔 甲 。 这 套 盔 甲 是 历 代 的 大 团 长 传 下 来 的 ， 他 们 都 曾 经 为 我 们 骄 傲 的 骑 士 团 服 务 过 。 穿 上 这 套 盔 甲 ， 向 其 他 骑 士 团 表 示 :我 们 黎 明 骑 士 团 已 经 焕 发 新 生 ， 将 再 次 为 守 护 弱 小 、 荡 平 邪 恶 而 战 ， 并 以 实 现 秩 序 女 神 阿 丝 塔 莉 娅 的 神 谕 为 己 任 。^^现 在 这 套 盔 甲 的 状 况 的 确 因 为 年 久 失 修 ， 状 况 并 不 理 想 。 一 名 熟 练 的 铁 匠 应 该 有 能 力 让 其 重 现 往 日 的 光 荣 的 。 正 如 大 团 长 你 能 让 我 们 骑 士 团 迷 途 知 返 一 般 ， 愿 黎 明 骑 士 团 再 秉 义 剑 、 重 耀 圣 辉 ！ 
qstr_phoenix_knight_grandmaster|大 团 长 ， 请 接 受 这 套 盔 甲 。 这 套 盔 甲 是 历 代 的 大 团 长 传 下 来 的 ， 他 们 都 曾 经 为 我 们 骄 傲 的 骑 士 团 服 务 过 。 穿 上 这 套 盔 甲 ， 向 其 他 骑 士 团 表 示 :我 们 凤 凰 骑 士 团 永 远 屹 立 不 倒 ， 将 继 续 为 抗 击 拜 蛇 教 而 战 ， 每 一 名 战 士 的 死 亡 ， 都 将 化 为 柴 薪 ， 最 终 燃 起 能 够 烧 死 毒 蛇 的 焰 火 。^^现 在 这 套 盔 甲 的 状 况 的 确 因 为 年 久 失 修 ， 状 况 并 不 理 想 。 一 名 熟 练 的 铁 匠 应 该 有 能 力 让 其 重 现 往 日 的 光 荣 的 。 正 如 大 团 长 你 带 给 我 们 骑 士 团 希 望 一 般 ， 无 论 倒 下 多 少 次 ， 凤 凰 骑 士 团 都 将 于 灰 烬 里 重 生 ！ 
qstr_rebuild_rose_knight_1|在 峭 岩 湾 的 酒 馆 ， 你 遇 到 了 一 名 爵 士 ， 见 多 识 广 的 你 一 眼 便 认 出 他 甲 胄 上 纹 章 的 出 处 。 “ 这 是 一 个 获 得 传 承 、 增 强 战 力 的 良 机  ” ， 你 这 般 计 上 心 来 。 
qstr_rebuild_rose_knight_2|你 答 应 了 莱 斯 爵 士 的 条 件 ， 准 备 将 5名 烈 狮 境 贵 族 锻 炼 成 烈 狮 境 骑 士 。 
qstr_rebuild_rose_knight_3|莱 斯 爵 士 认 可 了 你 的 能 力 ， 权 贵 的 阻 挠 是 重 塑 玫 瑰 骑 士 团 的 最 后 一 道 关 卡 ， 你 的 选 择 是 … … 
qstr_new_name_of_the_center|聚 落 的 新 名 称 是 … … 
qstr_the_new_system_of_enfeoffment|新 分 封 系 统 
qstr_the_new_system_of_enfeoffment_1|一 、 法 理 分 封 :土 地 优 先 授 予 其 法 理 领 主 (法 理 领 主 须 为 该 阵 营 领 主 )；^^二 、 无 地 分 封 :村 庄 优 先 授 予 无 地 且 声 望 更 高 的 领 主 (玩 家 除 外 )；^^三 、 优 先 适 用 法 理 分 封 ， 而 后 适 用 无 地 分 封 ；^^四 、 玩 家 可 通 过 对 话 领 主 影 响 分 封 结 果 。^^预 设 为 禁 用 。
qstr_vanskerry_haggar|知 名 的 凡 斯 凯 瑞 首 领 “ 三 指 ” 哈 格 ， 已 经 纠 集 了 一 支 庞 大 且 残 忍 军 队 ， 大 肆 掠 夺 潘 德 的 西 海 岸 。 
qstr_{s13}_Haggar_Invasion_Army|{s13}“ 三 指 ” 哈 格 侵 略 大 军 ^
qstr_haggar_invasion_army_spawn|“ 三 指 ” 哈 格 侵 略 大 军 生 成 
qstr_disaster_embodiment|一 群 恐 怖 的 魔 鬼 从 混 沌 之 中 涌 出 ， 有 传 言 ， 为 首 的 是 异 端 邪 神 厄 瑞 达 · 奥 克 斯 索 的 化 身 ！ 
qstr_{s13}_Disaster_Embodiment|{s13}灾 厄 化 身 ^
qstr_disaster_embodiment_spawn|灾 厄 化 身 生 成 
qstr_thunder_knight_attack_player|你 竟 敢 阻 扰 伟 大 的 马 里 廷 帝 国 的 计 划 ， 真 是 胆 大 妄 为 ！ 
qstr_thunder_knight_attack_player_respond|你 们 的 帝 国 已 行 将 就 木 ， 你 们 就 和 它 一 起 灭 亡 吧 。 
qstr_kruus_guard_attack_player|野 蛮 的 家 伙 ， 凯 芮 司 不 容 亵 渎 ！ 
qstr_kruus_guard_attack_player_respond|收 起 你 那 套 冠 冕 堂 皇 的 说 辞 吧 ， 你 们 对 待 男 人 的 做 法 比 凡 斯 凯 瑞 还 野 蛮 。 
qstr_forlorn_hope_regiment_attack_player|居 然 有 笨 蛋 打 算 挑 战 我 们 的 方 阵 ， 即 便 是 巴 克 利 的 重 装 骑 士 也 不 敢 直 撼 吾 锋 ！ 
qstr_forlorn_hope_regiment_attack_player_respond|我 有 的 是 办 法 ， 你 可 以 试 试 。 
qstr_rose_knights_attack_player|站 住 ， 异 端 ！ 你 的 鲜 血 的 唯 一 作 用 就 是 浇 灌 我 们 的 玫 瑰 ， 还 有 什 么 遗 言 ！ 
qstr_rose_knights_attack_player_respond|数 典 忘 宗 的 东 西 ， 我 会 把 你 们 的 玫 瑰 连 根 拔 起 。 
qstr_bleeding|持 续 失 血 
qstr_heretics|异 端 
qstr_spawn_army_faster|二 倍 速 生 成 大 军 
qstr_spawn_army_faster_1|开 启 后 ， 大 军 的 生 成 速 度 将 变 为 原 版 的 两 倍 ， 该 功 能 同 时 影 响 向 领 主 打 探 最 近 事 件 中 生 成 大 军 的 概 率 。^^预 设 为 禁 用 。
qstr_KOs_Knight_Commanders|骑 士 团 骑 士 长 
qstr_snake_cult|拜 蛇 教 
qstr_lord_no_wealth_cant_be_marshal|低 财 富 领 主 不 任 元 帅 
qstr_lord_no_wealth_cant_be_marshal_1|除 玩 家 以 外 ， 财 富 低 于 5000的 领 主 将 不 会 被 推 举 为 阵 营 的 元 帅 ， 以 防 止 其 征 兵 效 率 过 低 导 致 阵 营 主 动 性 削 弱 。^^预 设 为 禁 用 。
qstr_battle_at_noon|正 午 作 战 
qstr_battle_at_noon_1|开 启 后 ， 野 战 、 村 战 和 城 战 的 时 间 永 远 为 正 午 ， 不 受 大 地 图 时 间 影 响 。^^预 设 为 禁 用 。
qstr_auto_prospecting|领 主 自 动 探 勘 
qstr_auto_prospecting_1|开 启 后 ， 领 主 会 花 费 财 富 优 先 (其 他 建 造 项 目 )将 自 己 领 地 的 矿 藏 探 勘 至 满 。^^预 设 为 禁 用 。
qstr_raven_spear_grandmaster|大 团 长 ， 请 接 受 这 套 盔 甲 。 这 套 盔 甲 是 历 代 的 大 团 长 传 下 来 的 ， 他 们 都 曾 经 为 我 们 骄 傲 的 骑 士 团 服 务 过 。 穿 上 这 套 盔 甲 ， 向 其 他 骑 士 团 表 示 :我 们 骑 士 团 将 严 格 恪 守 传 统 的 教 条 ， 知 识 为 上 、 探 求 为 先 ， 那 些 背 弃 原 初 教 义 、 玷 污 骑 士 团 名 声 的 军 阀 和 团 体 ， 我 们 将 永 远 抵 制 和 驱 逐 ！^^现 在 这 套 盔 甲 的 状 况 的 确 因 为 年 久 失 修 ， 状 况 并 不 理 想 。 一 名 熟 练 的 铁 匠 应 该 有 能 力 让 其 重 现 往 日 的 光 荣 的 。 正 如 大 团 长 你 能 让 我 们 骑 士 团 唤 回 曾 经 的 愿 望 一 般 ， 骑 士 团 将 永 远 为 了 真 理 而 战 ！ 
qstr_maiden_fantasy_and_knight_story|你 答 应 了 奥 格 玛 女 士 的 请 求 ， 去 解 救 被 凡 斯 凯 瑞 海 寇 奴 役 的 人 们 。^^说 明 ： 解 救 并 释 放 一 定 数 量 的 菲 尔 兹 威 侍 女 后 任 务 完 成 。 
qstr_strong_wall|坚 墙 堡 垒 
qstr_strong_wall_1|开 启 后 ， AI之 间 的 围 城 战 中 ， 防 守 方 将 得 到 更 高 的 坐 镇 值 加 成 ， 进 攻 的 坐 镇 值 将 受 到 削 弱 。^^预 设 为 禁 用 。
qstr_willing_horse|生 命 符 文 
qstr_Retreating|撤 退 中 
qstr_global_option|全 局 选 项 
qstr_select_all|全 选 /全 消 开 关 
qstr_select_all_1|可 开 启 /关 闭 子 mod个 性 化 设 置 中 大 部 分 运 行 良 好 、 推 荐 的 选 项 
qstr_dead_mount|对 于 这 种 死 物 ， 我 无 能 为 力 。 
qstr_special_mount|对 于 这 种 特 殊 生 物 ， 我 无 能 为 力 。 
qstr_the_new_system_of_hero_respawn|新 领 主 回 城 系 统 
qstr_the_new_system_of_hero_respawn_1|开 启 后 ， 领 主 战 败 逃 离 、 越 狱 、 被 释 放 等 领 主 消 失 事 件 发 生 时 的 地 点 ， 距 离 领 主 重 新 出 现 地 点 的 远 近 ， 将 影 响 重 新 出 现 这 一 过 程 的 用 时 。 距 离 越 近 ， 用 时 越 少 ； 距 离 越 远 ， 用 时 越 多 。^^预 设 为 禁 用 。
qstr_jurisprudence_and_claim|法 理 与 宣 称 
qstr_jurisprudence_and_claim_1|一 、 游 戏 开 始 时 ， 领 主 对 当 前 的 封 地 拥 有 宣 称 ， 是 该 封 地 的 法 理 领 主 。^^二 、 赠 予 封 地 、 封 地 交 换 时 ， 若 土 地 的 法 理 领 主 与 当 前 拥 有 封 地 的 领 主 是 同 一 领 主 ， 则 土 地 的 宣 称 将 随 所 有 权 一 并 转 移 ； 若 土 地 无 法 理 领 主 ， 则 土 地 的 宣 称 将 被 授 予 得 到 该 土 地 的 领 主 。^^三 、 玩 家 领 主 开 局 时 ， 玩 家 将 获 得 所 占 有 土 地 的 宣 称 。^^四 、 玩 家 放 弃 封 地 或 解 除 效 忠 时 ， 若 玩 家 为 该 土 地 的 法 理 领 主 ， 则 土 地 进 入 无 法 理 领 主 状 态 。^^五 、 领 主 被 流 放 时 ， 若 领 主 为 该 封 地 的 法 理 领 主 ， 则 土 地 进 入 无 法 理 领 主 状 态 。^^六 、 常 规 分 封 (包 括 玩 家 分 封 附 庸 )时 ， 若 土 地 无 法 理 领 主 ， 则 获 封 该 土 地 的 领 主 将 取 得 该 土 地 的 宣 称 。^^七 、 宣 称 的 丧 失 和 转 移 :若 法 理 领 主 连 续 100天 未 占 有 其 宣 称 的 土 地 ， 则 丧 失 对 该 土 地 的 宣 称 。 此 时 土 地 若 有 领 主 ， 则 宣 称 转 移 给 该 领 主 ； 若 无 领 主 ， 则 土 地 进 入 无 法 理 领 主 状 态 。^^八 、 当 领 主 占 据 存 在 其 他 法 理 领 主 (玩 家 除 外 )的 土 地 时 ， 双 方 之 间 的 关 系 会 恶 化 ； 当 领 主 获 得 存 在 其 他 法 理 领 主 (玩 家 除 外 )的 土 地 的 宣 称 时 ， 双 方 之 间 的 关 系 会 严 重 恶 化 。^^九 、 领 主 从 非 宣 称 封 地 获 取 的 地 租 和 关 税 降 为 75%。^^十 、 领 主 不 能 从 非 宣 称 封 地 的 非 国 家 骑 士 团 的 礼 堂 中 征 募 骑 士 团 部 队 。^^十 一 、 以 上 规 则 适 用 于 玩 家 和 AI领 主 。^^十 二 、 “ 记 录 - 人 物 ” 界 面 将 标 注 领 主 的 土 地 宣 称 ， “ 记 录 - 地 点 ” 界 面 和 聚 落 主 菜 单 界 面 将 标 注 土 地 的 法 理 领 主 。^^预 设 为 禁 用 。
qstr_{!}_{s3}__{reg9}_.|{!} {s3} ({reg9})。
qstr_{s61}_and_{s62}|{s61}和 {s62}
qstr_{s12}_of_the_{s13}|{s13}的 {s12}
qstr_{s2}no_claimed_lord|{s2}这 片 土 地 没 有 法 理 领 主 。 ^
qstr_{s2}The_claimed_lord_is_{s13}_of_the_{s14}|{s2}这 片 土 地 的 法 理 领 主 是 {s14}的 {s13}。 ^
qstr_{s1}claimed_lord:_{s16}_of_the_{s17}|{s1} (法 理 领 主 :{s17}的 {s16}) 
qstr_{s11}claimed_lord:_{s16}_of_the_{s17}|{s11} (法 理 领 主 :{s17}的 {s16}) 
qstr_{s13}claimed_lord:_{s16}_of_the_{s17}|{s13} (法 理 领 主 :{s17}的 {s16}) 
qstr_{s5}_get_the_claim_of_{s6}|{s5} 获 得 了 对 {s6} 的 宣 称 。 
qstr_rose_knight_grandmaster|大 团 长 ， 请 接 受 这 套 盔 甲 。 这 套 盔 甲 是 历 代 的 大 团 长 传 下 来 的 ， 他 们 都 曾 经 为 我 们 骄 傲 的 骑 士 团 服 务 过 。 穿 上 这 套 盔 甲 ， 向 其 他 骑 士 团 表 示 :我 们 玫 瑰 骑 士 团 已 经 再 次 盛 放 。 我 们 曾 荣 戴 桂 冠 ， 也 曾 走 遍 荆 棘 ； 我 们 曾 坚 守 教 谕 ， 也 曾 踏 入 虚 妄 ； 我 们 已 洗 刷 罪 孽 ， 也 已 寻 到 救 赎 ； 我 们 将 直 面 命 运 ， 也 将 继 续 抗 争 ； 我 们 已 拥 抱 毁 灭 ， 我 们 将 得 到 新 生 ！^^现 在 这 套 盔 甲 的 状 况 的 确 因 为 年 久 失 修 ， 状 况 并 不 理 想 。 一 名 熟 练 的 铁 匠 应 该 有 能 力 让 其 重 现 往 日 的 光 荣 的 。 正 如 大 团 长 你 让 我 们 骑 士 团 重 拾 信 仰 一 般 ， 流 风 终 散 尽 ， 玫 瑰 永 不 息 ！ 
