
itm_no_item|INVALID ITEM 
itm_Dragon_GM_helm_2|凛 鸦 境 乌 木 武 装 盔 （ 打 开 ） 
itm_Dragon_GM_helm_2_pl|凛 鸦 境 乌 木 武 装 盔 （ 打 开 ） 
itm_Dragon_GM_Shield|乌 木 龙 纹 扇 形 盾 
itm_Dragon_GM_Shield_pl|乌 木 龙 纹 扇 形 盾 
itm_Drake_armor|凛 鸦 境 乌 木 重 型 板 甲 
itm_Drake_armor_pl|凛 鸦 境 乌 木 重 型 板 甲 
itm_Falcon_GM|猎 鹰 板 甲 
itm_Falcon_GM_pl|猎 鹰 板 甲 
itm_Falcon_GM_cape|带 披 风 猎 鹰 板 甲 
itm_Falcon_GM_cape_pl|带 披 风 猎 鹰 板 甲 
itm_Falcon_GM_helm|垂 饰 冒 险 者 开 面 盔 
itm_Falcon_GM_helm_pl|垂 饰 冒 险 者 开 面 盔 
itm_Shadow_Ori_cape|带 披 风 暗 影 军 团 甲 
itm_Shadow_Ori_cape_pl|带 披 风 暗 影 军 团 甲 
itm_Shadow_Ori_helm_1|暗 影 百 夫 长 盔 
itm_Shadow_Ori_helm_1_pl|暗 影 百 夫 长 盔 
itm_Shadow_Ori_helm_2|暗 影 百 夫 长 盔 
itm_Shadow_Ori_helm_2_pl|暗 影 百 夫 长 盔 
itm_Shadow_GM|紫 内 衬 暗 影 军 团 甲 
itm_Shadow_GM_pl|紫 内 衬 暗 影 军 团 甲 
itm_Shadow_GM_cape|带 披 风 紫 内 衬 暗 影 军 团 甲 
itm_Shadow_GM_cape_pl|带 披 风 紫 内 衬 暗 影 军 团 甲 
itm_Shadow_GM_helm_1|紫 翎 暗 影 百 夫 长 盔 
itm_Shadow_GM_helm_1_pl|紫 翎 暗 影 百 夫 长 盔 
itm_Shadow_GM_helm_2|紫 翎 暗 影 百 夫 长 盔 
itm_Shadow_GM_helm_2_pl|紫 翎 暗 影 百 夫 长 盔 
itm_Shadow_orange|橙 内 衬 暗 影 军 团 甲 
itm_Shadow_orange_pl|橙 内 衬 暗 影 军 团 甲 
itm_Shadow_orange_cape|带 披 风 橙 内 衬 暗 影 军 团 甲 
itm_Shadow_orange_cape_pl|带 披 风 橙 内 衬 暗 影 军 团 甲 
itm_Shadow_purple_1|紫 内 衬 帝 国 成 年 步 兵 甲 
itm_Shadow_purple_1_pl|紫 内 衬 帝 国 成 年 步 兵 甲 
itm_Shadow_purple_2|紫 内 衬 帝 国 镶 钉 锁 子 甲 
itm_Shadow_purple_2_pl|紫 内 衬 帝 国 镶 钉 锁 子 甲 
itm_Immo_gold_GM_cape|带 披 风 不 朽 者 军 官 甲 
itm_Immo_gold_GM_cape_pl|带 披 风 不 朽 者 军 官 甲 
itm_ashen_phoe_helmet_2_im_b|不 朽 冠 军 盔 
itm_ashen_phoe_helmet_2_im_b_pl|不 朽 冠 军 盔 
itm_Immo_GM_helm_1|不 朽 乌 木 冠 军 盔 
itm_Immo_GM_helm_1_pl|不 朽 乌 木 冠 军 盔 
itm_Immo_GM_helm_2|不 朽 乌 木 冠 军 盔 
itm_Immo_GM_helm_2_pl|不 朽 乌 木 冠 军 盔 
itm_Radiant_GM|光 辉 十 字 骑 士 板 甲 
itm_Radiant_GM_pl|光 辉 十 字 骑 士 板 甲 
itm_Radiant_GM_cape|带 披 风 光 辉 十 字 骑 士 板 甲 
itm_Radiant_GM_cape_pl|带 披 风 光 辉 十 字 骑 士 板 甲 
itm_breastplate_mail_falcon_cape|带 披 风 金 色 女 武 神 重 型 板 甲 
itm_breastplate_mail_falcon_cape_pl|带 披 风 金 色 女 武 神 重 型 板 甲 
itm_Valk_GM|金 银 双 色 女 武 神 重 型 板 甲 
itm_Valk_GM_pl|金 银 双 色 女 武 神 重 型 板 甲 
itm_Valk_GM_cape|带 披 风 金 银 双 色 女 武 神 重 型 板 甲 
itm_Valk_GM_cape_pl|带 披 风 金 银 双 色 女 武 神 重 型 板 甲 
itm_Valk_GM_helm|金 银 双 色 女 武 神 盔 
itm_Valk_GM_helm_pl|金 银 双 色 女 武 神 盔 
itm_Lion_GM|狮 骑 士 长 重 型 板 甲 
itm_Lion_GM_pl|狮 骑 士 长 重 型 板 甲 
itm_Lion_GM_cape|带 披 风 狮 骑 士 长 重 型 板 甲 
itm_Lion_GM_cape_pl|带 披 风 狮 骑 士 长 重 型 板 甲 
itm_Lions_GM|狮 骑 士 大 团 长 板 甲 
itm_Lions_GM_pl|狮 骑 士 大 团 长 板 甲 
itm_Lions_GM_cape|带 披 风 狮 骑 士 大 团 长 板 甲 
itm_Lions_GM_cape_pl|带 披 风 狮 骑 士 大 团 长 板 甲 
itm_Dawn_GM_0|黎 明 骑 士 重 型 板 甲 
itm_Dawn_GM_0_pl|黎 明 骑 士 重 型 板 甲 
itm_Dawn_GM_0_cape|带 披 风 黎 明 骑 士 重 型 板 甲 
itm_Dawn_GM_0_cape_pl|带 披 风 黎 明 骑 士 重 型 板 甲 
itm_Dawn_TA|黎 明 骑 士 长 重 型 板 甲 
itm_Dawn_TA_pl|黎 明 骑 士 长 重 型 板 甲 
itm_Dawn_TA_cape|带 披 风 黎 明 骑 士 长 重 型 板 甲 
itm_Dawn_TA_cape_pl|带 披 风 黎 明 骑 士 长 重 型 板 甲 
itm_Dawn_GM|黎 明 骑 士 长 重 型 板 甲 
itm_Dawn_GM_pl|黎 明 骑 士 长 重 型 板 甲 
itm_Dawn_GM_cape|带 披 风 黎 明 骑 士 长 重 型 板 甲 
itm_Dawn_GM_cape_pl|带 披 风 黎 明 骑 士 长 重 型 板 甲 
itm_Dawn_white|黎 明 骑 士 大 团 长 重 型 板 甲 衣 
itm_Dawn_white_pl|黎 明 骑 士 大 团 长 重 型 板 甲 衣 
itm_Dawn_white_cape|带 披 风 黎 明 骑 士 大 团 长 重 型 板 甲 衣 
itm_Dawn_white_cape_pl|带 披 风 黎 明 骑 士 大 团 长 重 型 板 甲 衣 
itm_Dawn_GM_helm|黎 明 金 翼 桶 盔 
itm_Dawn_GM_helm_pl|黎 明 金 翼 桶 盔 
itm_Drake_armor_cape|凛 鸦 境 乌 木 重 型 板 甲 
itm_Drake_armor_cape_pl|凛 鸦 境 乌 木 重 型 板 甲 
itm_Rose_KHO|玫 瑰 骑 士 重 型 板 甲 
itm_Rose_KHO_pl|玫 瑰 骑 士 重 型 板 甲 
itm_Rose_KHO_cape|带 披 风 玫 瑰 骑 士 重 型 板 甲 
itm_Rose_KHO_cape_pl|带 披 风 玫 瑰 骑 士 重 型 板 甲 
itm_Rose2_KHO|玫 瑰 纹 章 重 型 板 甲 
itm_Rose2_KHO_pl|玫 瑰 纹 章 重 型 板 甲 
itm_Rose2_KHO_cape|带 披 风 玫 瑰 纹 章 重 型 板 甲 
itm_Rose2_KHO_cape_pl|带 披 风 玫 瑰 纹 章 重 型 板 甲 
itm_Melitine_Platemail|马 里 廷 板 甲 
itm_Melitine_Platemail_pl|马 里 廷 板 甲 
itm_Barclay_GM|巴 克 利 覆 袍 板 甲 
itm_Barclay_GM_pl|巴 克 利 覆 袍 板 甲 
itm_Mettenheim_GM|决 死 队 后 备 板 甲 
itm_Mettenheim_GM_pl|决 死 队 后 备 板 甲 
itm_Mettenheim_GM_cape|带 披 风 决 死 队 后 备 板 甲 
itm_Mettenheim_GM_cape_pl|带 披 风 决 死 队 后 备 板 甲 
itm_Mettenheim_GM_Shield|梅 滕 海 姆 扇 形 盾 
itm_Mettenheim_GM_Shield_pl|梅 滕 海 姆 扇 形 盾 
itm_Mettenheim_helm_1|梅 滕 海 姆 圆 顶 中 头 盔 （ 打 开 ） 
itm_Mettenheim_helm_1_pl|梅 滕 海 姆 圆 顶 中 头 盔 （ 打 开 ） 
itm_Mettenheim_helm_2|梅 滕 海 姆 圆 顶 中 头 盔 
itm_Mettenheim_helm_2_pl|梅 滕 海 姆 圆 顶 中 头 盔 
itm_Unicorn_Armor|独 角 兽 重 型 板 甲 
itm_Unicorn_Armor_pl|独 角 兽 重 型 板 甲 
itm_horse2g|灰 片 甲 军 马 II 
itm_horse2g_pl|灰 片 甲 军 马 II 
itm_horse2gb|金 片 甲 军 马 
itm_horse2gb_pl|金 片 甲 军 马 
itm_horse2p|黑 片 甲 军 马 
itm_horse2p_pl|黑 片 甲 军 马 
itm_horse5g|重 装 灰 片 甲 军 马 III 
itm_horse5g_pl|重 装 灰 片 甲 军 马 III 
itm_horse5gb|重 装 金 片 甲 军 马 
itm_horse5gb_pl|重 装 灰 片 甲 军 马 
itm_horse5p|重 装 黑 片 甲 军 马 
itm_horse5p_pl|重 装 黑 片 甲 军 马 
itm_horse4gb|金 色 板 甲 战 马 
itm_horse4gb_pl|金 色 板 甲 战 马 
itm_horse4a|灰 色 金 边 板 甲 战 马 I 
itm_horse4a_pl|灰 色 金 边 板 甲 战 马 I 
itm_horse4g|灰 色 金 边 板 甲 战 马 II 
itm_horse4g_pl|灰 色 金 边 板 甲 战 马 II 
itm_horse4w|银 色 板 甲 战 马 
itm_horse4w_pl|银 色 板 甲 战 马 
itm_horse4p|黑 色 板 甲 战 马 
itm_horse4p_pl|黑 色 板 甲 战 马 
itm_armored_warhorse_pendor_2|潘 德 王 室 御 马 
itm_armored_warhorse_pendor_2_pl|潘 德 王 室 御 马 
itm_armored_warhorse_pendor_3|潘 德 王 室 御 马 
itm_armored_warhorse_pendor_3_pl|潘 德 王 室 御 马 
itm_armored_warhorse_pendor_4|潘 德 王 室 御 马 
itm_armored_warhorse_pendor_4_pl|潘 德 王 室 御 马 
itm_armored_warhorse_pendor_5|潘 德 王 室 御 马 
itm_armored_warhorse_pendor_5_pl|潘 德 王 室 御 马 
itm_armored_warhorse_pendor_6|潘 德 王 室 御 马 
itm_armored_warhorse_pendor_6_pl|潘 德 王 室 御 马 
itm_rose_warhorse|玫 瑰 战 马 
itm_rose_warhorse_pl|玫 瑰 战 马 
itm_sallet_a_open1|新 式 开 面 夏 雷 尔 盔 （ 带 喉 甲 ） 
itm_sallet_a_open1_pl|新 式 开 面 夏 雷 尔 盔 （ 带 喉 甲 ） 
itm_sallet_a_open2|新 式 开 面 夏 雷 尔 盔 
itm_sallet_a_open2_pl|新 式 开 面 夏 雷 尔 盔 
itm_sallet_a_closed1|新 式 夏 雷 尔 盔 （ 带 喉 甲 ）
itm_sallet_a_closed1_pl|新 式 夏 雷 尔 盔 （ 带 喉 甲 ） 
itm_sallet_a_closed2|新 式 夏 雷 尔 盔 
itm_sallet_a_closed2_pl|新 式 夏 雷 尔 盔 
itm_heavy_knight_helm_2|重 装 骑 士 头 盔 
itm_heavy_knight_helm_2_pl|重 装 骑 士 头 盔 
itm_heavy_knight_armor_1|重 装 骑 士 板 甲 
itm_heavy_knight_armor_1_pl|重 装 骑 士 板 甲 
itm_heavy_knight_armor_1_cape|带 披 风 重 装 骑 士 板 甲 
itm_heavy_knight_armor_1_cape_pl|带 披 风 重 装 骑 士 板 甲 
itm_heavy_knight_armor_2|重 装 骑 士 板 甲 
itm_heavy_knight_armor_2_pl|重 装 骑 士 板 甲 
itm_heavy_knight_armor_3|重 装 骑 士 板 甲 
itm_heavy_knight_armor_3_pl|重 装 骑 士 板 甲 
itm_heavy_knight_armor_3_cape|带 披 风 重 装 骑 士 板 甲 
itm_heavy_knight_armor_3_cape_pl|带 披 风 重 装 骑 士 板 甲 
itm_heavy_knight_armor_4|重 装 骑 士 板 甲 
itm_heavy_knight_armor_4_pl|重 装 骑 士 板 甲 
itm_heavy_knight_armor_4_cape|带 披 风 重 装 骑 士 板 甲 
itm_heavy_knight_armor_4_cape_pl|带 披 风 重 装 骑 士 板 甲 
itm_heavy_knight_armor_5|重 装 骑 士 板 甲 
itm_heavy_knight_armor_5_pl|重 装 骑 士 板 甲 
itm_heavy_knight_armor_5_cape|带 披 风 重 装 骑 士 板 甲 
itm_heavy_knight_armor_5_cape_pl|带 披 风 重 装 骑 士 板 甲 
itm_heavy_knight_armor_6|重 装 骑 士 板 甲 
itm_heavy_knight_armor_6_pl|重 装 骑 士 板 甲 
itm_heavy_knight_armor_6_cape|带 披 风 重 装 骑 士 板 甲 
itm_heavy_knight_armor_6_cape_pl|带 披 风 重 装 骑 士 板 甲 
itm_demon_body_without_wings|恶 魔 之 躯 
itm_demon_body_without_wings_pl|恶 魔 之 躯 
itm_warhorse_chain|黄 铜 锁 甲 战 马 
itm_warhorse_chain_pl|黄 铜 锁 甲 战 马 
itm_spak_charger_plate|恶 魔 军 马 
itm_spak_charger_plate_pl|恶 魔 军 马 
itm_ripper_chain|恶 魔 战 兽 
itm_ripper_chain_pl|恶 魔 战 兽 
itm_heavy_riper|重 装 恶 魔 战 兽 
itm_heavy_riper_pl|重 装 恶 魔 战 兽 
itm_arch_demon_head_01|下 级 恶 魔 之 头 （ 竖 角 ） 
itm_arch_demon_head_01_pl|下 级 恶 魔 之 头 （ 竖 角 ） 
itm_arch_demon_head_02|下 级 恶 魔 之 头 （ 弯 角 ） 
itm_arch_demon_head_02_pl|下 级 恶 魔 之 头 （ 弯 角 ） 
itm_arch_demon_head_03|下 级 恶 魔 之 头 （ 四 角 ） 
itm_arch_demon_head_03_pl|下 级 恶 魔 之 头 （ 四 角 ） 
itm_arch_demon_head_04|下 级 恶 魔 之 头 （ 戴 冠 ） 
itm_arch_demon_head_04_pl|下 级 恶 魔 之 头 （ 戴 冠 ） 
itm_pa_pop_demon_head_1|恶 魔 之 头 （ 双 角 ） 
itm_pa_pop_demon_head_1_pl|恶 魔 之 头 （ 双 角 ） 
itm_pa_pop_demon_head_2|恶 魔 之 头 （ 双 角 ） 
itm_pa_pop_demon_head_2_pl|恶 魔 之 头 （ 双 角 ） 
itm_pa_pop_demon_lord_head|恶 魔 领 主 之 头 
itm_pa_pop_demon_lord_head_pl|恶 魔 领 主 之 头 
itm_pa_pop_demon_lord_head_1|恶 魔 领 主 之 头 
itm_pa_pop_demon_lord_head_1_pl|恶 魔 领 主 之 头 
itm_pa_pop_demon_lord_head_2|恶 魔 领 主 之 头 
itm_pa_pop_demon_lord_head_2_pl|恶 魔 领 主 之 头 
itm_pa_pop_demon_lord_head_3|恶 魔 领 主 之 头 （ 戴 冠 ） 
itm_pa_pop_demon_lord_head_3_pl|恶 魔 领 主 之 头 （ 戴 冠 ） 
itm_female_demon_head|女 恶 魔 之 头 （ 双 角 ） 
itm_female_demon_head_pl|女 恶 魔 之 头 （ 双 角 ） 
itm_female_demon_head_2|女 恶 魔 之 头 （ 双 角 ） 
itm_female_demon_head_2_pl|女 恶 魔 之 头 （ 双 角 ） 
itm_arch_demon_legs|下 级 恶 魔 之 腿 
itm_arch_demon_legs_pl|下 级 恶 魔 之 腿 
itm_arch_demon_legs_2|下 级 恶 魔 之 腿 
itm_arch_demon_legs_2_pl|下 级 恶 魔 之 腿 
itm_demon_lord_legs|恶 魔 领 主 之 腿 
itm_demon_lord_legs_pl|恶 魔 领 主 之 腿 
itm_arch_demon_hand_L|下 级 恶 魔 之 手 
itm_arch_demon_hand_L_pl|下 级 恶 魔 之 手 
itm_demon_lord_handL|恶 魔 领 主 之 手 
itm_demon_lord_handL_pl|恶 魔 领 主 之 手 
itm_Heretic_Platemail|恶 魔 符 印 甲 
itm_Heretic_Platemail_pl|恶 魔 符 印 甲 
itm_arch_demon_body_wingless|下 级 恶 魔 之 躯 
itm_arch_demon_body_wingless_pl|下 级 恶 魔 之 躯 
itm_arch_demon_armor_wingless|下 级 恶 魔 之 躯 （ 符 印 甲 ） 
itm_arch_demon_armor_wingless_pl|下 级 恶 魔 之 躯 （ 符 印 甲 ） 
itm_arch_demon_armor_elite_wingless|下 级 恶 魔 之 躯 （ 符 印 甲 ） 
itm_arch_demon_armor_elite_wingless_pl|下 级 恶 魔 之 躯 （ 符 印 甲 ） 
itm_arch_demon_body|带 翼 下 级 恶 魔 之 躯 
itm_arch_demon_body_pl|带 翼 下 级 恶 魔 之 躯 
itm_arch_demon_armor|带 翼 下 级 恶 魔 之 躯 （ 符 印 甲 ） 
itm_arch_demon_armor_pl|带 翼 下 级 恶 魔 之 躯 （ 符 印 甲 ） 
itm_arch_demon_armor_elite|带 翼 下 级 恶 魔 之 躯 （ 符 印 甲 ） 
itm_arch_demon_armor_elite_pl|带 翼 下 级 恶 魔 之 躯 （ 符 印 甲 ） 
itm_demon_lady_body|女 恶 魔 之 躯 
itm_demon_lady_body_pl|女 恶 魔 之 躯 
itm_demon_lady_armor|女 恶 魔 之 躯 （ 符 印 甲 ） 
itm_demon_lady_armor_pl|女 恶 魔 之 躯 （ 符 印 甲 ） 
itm_demon_lady_armor_2|女 恶 魔 之 躯 （ 板 甲 ） 
itm_demon_lady_armor_2_pl|女 恶 魔 之 躯 （ 板 甲 ） 
itm_demon_lord_body_wingless|恶 魔 领 主 之 躯 
itm_demon_lord_body_wingless_pl|恶 魔 领 主 之 躯 
itm_demon_lord_armor_wingless_1|恶 魔 领 主 之 躯 （ 下 身 甲 ） 
itm_demon_lord_armor_wingless_1_pl|恶 魔 领 主 之 躯 （ 下 身 甲 ） 
itm_demon_lord_armor_wingless_2|恶 魔 领 主 之 躯 （ 半 身 甲 ） 
itm_demon_lord_armor_wingless_2_pl|恶 魔 领 主 之 躯 （ 半 身 甲 ） 
itm_demon_lord_armor_wingless_3|恶 魔 领 主 之 躯 （ 符 印 甲 ） 
itm_demon_lord_armor_wingless_3_pl|恶 魔 领 主 之 躯 （ 符 印 甲 ） 
itm_demon_lord_armor_wingless_4|恶 魔 领 主 之 躯 （ 板 甲 ） 
itm_demon_lord_armor_wingless_4_pl|恶 魔 领 主 之 躯 （ 板 甲 ） 
itm_demon_lord_body|带 翼 恶 魔 领 主 之 躯 
itm_demon_lord_body_pl|带 翼 恶 魔 领 主 之 躯 
itm_demon_lord_armor|带 翼 恶 魔 领 主 之 躯 （ 下 身 甲 ） 
itm_demon_lord_armor_pl|带 翼 恶 魔 领 主 之 躯 （ 下 身 甲 ） 
itm_demon_lord_armor_2|带 翼 恶 魔 领 主 之 躯 （ 半 身 甲 ） 
itm_demon_lord_armor_2_pl|带 翼 恶 魔 领 主 之 躯 （ 半 身 甲 ） 
itm_demon_lord_armor_3|带 翼 恶 魔 领 主 之 躯 （ 符 印 甲 ） 
itm_demon_lord_armor_3_pl|带 翼 恶 魔 领 主 之 躯 （ 符 印 甲 ） 
itm_demon_lord_armor_4|带 翼 恶 魔 领 主 之 躯 （ 板 甲 ） 
itm_demon_lord_armor_4_pl|带 翼 恶 魔 领 主 之 躯 （ 板 甲 ） 
itm_narf_steel_greaves_1_a|恶 魔 符 印 护 腿 
itm_narf_steel_greaves_1_a_pl|恶 魔 符 印 护 腿 
itm_narf_steel_greaves_1_b|恶 魔 护 腿 
itm_narf_steel_greaves_1_b_pl|恶 魔 护 腿 
itm_Demon_Bastard_Sword|恶 魔 符 印 剑 
itm_Demon_Bastard_Sword_pl|恶 魔 符 印 剑 
itm_Demon_Dual_Axe|恶 魔 符 印 斧 
itm_Demon_Dual_Axe_pl|恶 魔 符 印 斧 
itm_Demon_Dual_Axe_Shield|恶 魔 符 印 斧 盾 
itm_Demon_Dual_Axe_Shield_pl|恶 魔 符 印 斧 盾 
itm_Demon_Great_Axe|恶 魔 符 印 双 手 斧 
itm_Demon_Great_Axe_pl|恶 魔 符 印 双 手 斧 
itm_Short_Demon_Bow|恶 魔 符 印 短 弓 
itm_Short_Demon_Bow_pl|恶 魔 符 印 短 弓 
itm_Long_Demon_Bow|恶 魔 符 印 长 弓 
itm_Long_Demon_Bow_pl|恶 魔 符 印 长 弓 
itm_Cursed_Demon_Bow|恶 魔 符 印 复 合 弓 
itm_Cursed_Demon_Bow_pl|恶 魔 符 印 复 合 弓 
itm_zombie_axes|堕 落 者 飞 斧 
itm_zombie_axes_pl|堕 落 者 飞 斧 
itm_zombie_shield|堕 落 者 之 盾 
itm_zombie_shield_pl|堕 落 者 之 盾 
itm_zombie_helmet|堕 落 者 盔 
itm_zombie_helmet_pl|堕 落 者 盔 
itm_zombie_lord_armor_1|堕 落 者 之 肤 （ 下 身 甲 ） 
itm_zombie_lord_armor_1_pl|堕 落 者 之 肤 （ 下 身 甲 ） 
itm_zombie_lord_armor_2|堕 落 者 之 肤 （ 肩 甲 ） 
itm_zombie_lord_armor_2_pl|堕 落 者 之 肤 （ 肩 甲 ） 
itm_zombie_lord_armor_3|堕 落 者 之 肤 （ 上 身 甲 ） 
itm_zombie_lord_armor_3_pl|堕 落 者 之 肤 （ 上 身 甲 ） 
itm_zombie_lord_armor_4|堕 落 者 之 肤 （ 半 甲 ） 
itm_zombie_lord_armor_4_pl|堕 落 者 之 肤 （ 半 甲 ） 
itm_zombie_armor_1|光 辉 十 字 骑 士 板 甲 （ 伤 痕 ） 
itm_zombie_armor_1_pl|光 辉 十 字 骑 士 板 甲 （ 伤 痕 ） 
itm_zombie_armor_2|全 身 板 甲 （ 伤 痕 ） 
itm_zombie_armor_2_pl|全 身 板 甲 （ 伤 痕 ） 
itm_zombie_armor_3|抛 光 重 型 板 甲 （ 伤 痕 ） 
itm_zombie_armor_3_pl|抛 光 重 型 板 甲 （ 伤 痕 ） 
itm_zombie_armor_4|华 丽 重 型 板 甲 （ 伤 痕 ） 
itm_zombie_armor_4_pl|华 丽 重 型 板 甲 （ 伤 痕 ） 
itm_zombie_armor_5|潘 德 重 型 板 甲 （ 伤 痕 ） 
itm_zombie_armor_5_pl|潘 德 重 型 板 甲 （ 伤 痕 ） 
itm_zombie_gauntlets_01irL|连 指 钢 制 臂 铠 （ 伤 痕 ） 
itm_zombie_gauntlets_01irL_pl|连 指 钢 制 臂 铠 （ 伤 痕 ） 
itm_zombie_gauntlets_02irL|分 指 铁 制 臂 铠 （ 伤 痕 ） 
itm_zombie_gauntlets_02irL_pl|分 指 铁 制 臂 铠 （ 伤 痕 ） 
itm_zombie_greaves_1_a|板 甲 护 胫 （ 伤 痕 ） 
itm_zombie_greaves_1_a_pl|板 甲 护 胫 （ 伤 痕 ） 
itm_zombie_greaves_1_b|钢 护 胫 （ 伤 痕 ） 
itm_zombie_greaves_1_b_pl|钢 护 胫 （ 伤 痕 ） 
itm_Eventide_TA_1|黄 昏 骑 士 长 重 型 板 甲 
itm_Eventide_TA_1_pl|黄 昏 骑 士 长 重 型 板 甲 
itm_Eventide_TA_1_cape|带 披 风 黄 昏 骑 士 长 重 型 板 甲 
itm_Eventide_TA_1_cape_pl|带 披 风 黄 昏 骑 士 长 重 型 板 甲 
itm_Eventide_TA_2|黄 昏 骑 士 长 带 甲 裙 重 型 板 甲 
itm_Eventide_TA_2_pl|黄 昏 骑 士 长 带 甲 裙 重 型 板 甲 
itm_Eventide_TA_2_cape|带 披 风 黄 昏 骑 士 长 带 甲 裙 重 型 板 甲 
itm_Eventide_TA_2_cape_pl|带 披 风 黄 昏 骑 士 长 带 甲 裙 重 型 板 甲 
itm_eventide_plate_cape|带 披 风 黄 昏 骑 士 重 型 板 甲 
itm_eventide_plate_cape_pl|带 披 风 黄 昏 骑 士 重 型 板 甲 
itm_kraken_plate_harness_2|克 拉 肯 重 型 板 甲 
itm_kraken_plate_harness_2_pl|克 拉 肯 重 型 板 甲 
itm_kraken_plate_harness_2_cape|带 披 风 克 拉 肯 重 型 板 甲 
itm_kraken_plate_harness_2_cape_pl|带 披 风 克 拉 肯 重 型 板 甲 
itm_reinforced_long_poleaxe|加 固 长 柄 战 斧 
itm_reinforced_long_poleaxe_pl|加 固 长 柄 战 斧 
itm_rmored_warhorse_phoenix|凤 凰 骑 士 板 甲 战 马 
itm_rmored_warhorse_phoenix_pl|凤 凰 骑 士 板 甲 战 马 
itm_rmored_warhorse_dragon_knight|龙 骑 士 板 甲 战 马 
itm_rmored_warhorse_dragon_knight_pl|龙 骑 士 板 甲 战 马 
itm_rmored_warhorse_dawn|黎 明 骑 士 板 甲 战 马 
itm_rmored_warhorse_dawn_pl|黎 明 骑 士 板 甲 战 马 
itm_rmored_warhorse_lion|狮 骑 士 板 甲 战 马 
itm_rmored_warhorse_lion_pl|狮 骑 士 板 甲 战 马 
itm_strange_horse_for_armor|神 奇 符 印 甲 王 室 御 马 
itm_strange_horse_for_armor_pl|神 奇 符 印 甲 王 室 御 马 
itm_sapphire_horse_for_armor|蓝 宝 石 符 印 甲 王 室 御 马 
itm_sapphire_horse_for_armor_pl|蓝 宝 石 符 印 甲 王 室 御 马 
itm_ruby_horse_for_armor|红 宝 石 符 印 甲 王 室 御 马 
itm_ruby_horse_for_armor_pl|红 宝 石 符 印 甲 王 室 御 马 
itm_emerald_horse_for_armor|翡 翠 符 印 甲 王 室 御 马 
itm_emerald_horse_for_armor_pl|翡 翠 符 印 甲 王 室 御 马 
itm_pendor_improve_read_first|潘 德 百 科 辞 典（ 上 卷 ）
itm_pendor_improve_read_first_pl|潘 德 百 科 辞 典（ 上 卷 ）
itm_pendor_improve_read_second|潘 德 百 科 辞 典（ 下 卷 ）
itm_pendor_improve_read_second_pl|潘 德 百 科 辞 典（ 下 卷 ）
itm_sprint|疾 行 法 
itm_sprint_pl|疾 行 法 
itm_xuan_feng|狂 岚 术 
itm_xuan_feng_pl|狂 岚 术 
itm_powerful_strike|光 逐 术 
itm_powerful_strike_pl|光 逐 术 
itm_prairie_fire|焚 炎 术 
itm_prairie_fire_pl|焚 炎 术 
itm_darkness_thund|奔 雷 术 
itm_darkness_thund_pl|奔 雷 术 
itm_doomsday_storm|虚 湮 术 
itm_doomsday_storm_pl|虚 湮 术 
itm_bleach_kiss|死 之 吻 
itm_bleach_kiss_pl|死 之 吻 
itm_energy_attach|气 击 法 
itm_energy_attach_pl|气 击 法 
itm_critical_strike|爆 气 法 
itm_critical_strike_pl|爆 气 法 
itm_multishot_arro|连 射 法 
itm_multishot_arro_pl|连 射 法 
itm_multiple_shot|齐 射 法 
itm_multiple_shot_pl|齐 射 法 
itm_rmored_warhorse_raven_spear_knight_1|鸦 矛 骑 士 板 甲 战 马 
itm_rmored_warhorse_raven_spear_knight_1_pl|鸦 矛 骑 士 板 甲 战 马 
itm_rmored_warhorse_raven_spear_knight_2|鸦 矛 骑 士 板 甲 战 马 
itm_rmored_warhorse_raven_spear_knight_2_pl|鸦 矛 骑 士 板 甲 战 马 
itm_armet_normal_raven_spear|鸦 矛 活 动 面 罩 盔 
itm_armet_normal_raven_spear_pl|鸦 矛 活 动 面 罩 盔 
itm_armet_plumed_raven_spear|鸦 矛 饰 羽 活 动 面 罩 盔 
itm_armet_plumed_raven_spear_pl|鸦 矛 饰 羽 活 动 面 罩 盔 
itm_armet_open_raven_spear|鸦 矛 活 动 面 罩 盔 （ 打 开 ） 
itm_armet_open_raven_spear_pl|鸦 矛 活 动 面 罩 盔 （ 打 开 ） 
itm_armet_open_plumed_raven_spear|鸦 矛 饰 羽 活 动 面 罩 盔 （ 打 开 ） 
itm_armet_open_plumed_raven_spear_pl|鸦 矛 饰 羽 活 动 面 罩 盔 （ 打 开 ） 
itm_raven_spear_grandmaster_full_plate_armor|鸦 矛 骑 士 大 团 长 全 身 板 甲 
itm_raven_spear_grandmaster_full_plate_armor_pl|鸦 矛 骑 士 大 团 长 全 身 板 甲 
itm_full_plate_armor_dragon|凛 鸦 境 全 身 板 甲 
itm_full_plate_armor_dragon_pl|凛 鸦 境 全 身 板 甲 
itm_full_plate_armor_lion_1|烈 狮 境 全 身 板 甲 
itm_full_plate_armor_lion_1_pl|烈 狮 境 全 身 板 甲 
itm_full_plate_armor_lion_2|烈 狮 境 全 身 板 甲 
itm_full_plate_armor_lion_2_pl|烈 狮 境 全 身 板 甲 
itm_full_plate_armor_empire|帝 国 全 身 板 甲 
itm_full_plate_armor_empire_pl|帝 国 全 身 板 甲 
itm_full_plate_armor_dshar|德 夏 全 身 板 甲 
itm_full_plate_armor_dshar_pl|德 夏 全 身 板 甲 
